	Word	Class0	Class1	Class2	MultiMean
17132	谈吐	1	1	1	2
17133	燃料油	1	1	1	23
17134	少不了	1	1	1	9
17135	数以千计	1	1	1	0
17136	恢复	1	1	1	18
17137	属实	1	1	1	39
17138	失败	2	2	2	50
17139	弹簧锁	1	1	1	3
17140	勋章	1	1	1	10
17141	篆	2	2	2	18
17142	学者	1	1	1	14
17143	十字	1	1	1	0
17144	恃才傲物	1	1	1	72
17145	享	1	2	2	39
17146	瘤子	1	1	1	3
17147	朝阳	1	1	1	3
17148	逃路	1	1	1	4
17149	一边	1	1	1	9
17150	恬静	2	2	2	54
17151	会帐	1	1	1	7
17152	彩绘	1	1	1	7
17153	托儿	1	1	1	0
17154	择菜	1	1	1	2
17155	嗝儿	1	1	1	5
17156	献花	1	1	1	7
17157	余量	1	1	1	141
17158	到手	1	1	1	16
17159	炉衬	1	1	1	4
17160	沈阳	1	1	1	279
17161	劝和	1	1	1	14
17162	买椟还珠	1	1	1	37
17163	怡然	1	1	1	57
17164	伶俐	1	1	1	37
17165	风险	1	1	1	1
17166	动量矩	1	1	1	1
17167	千花竞秀	1	1	1	52
17168	高墙	1	1	1	27
17169	循规蹈矩	1	1	1	17
17170	嗤之以鼻	1	1	1	25
17171	过来	2	2	2	29
17172	穿梭	1	1	1	35
17173	胖大海	1	1	1	0
17174	牌匾	1	1	1	3
17175	笑笑	1	1	1	3
17176	死命	1	1	1	16
17177	豪绅	1	1	1	4
17178	顽石点头	1	1	1	13
17179	疫病	1	1	1	5
17180	致贺	1	1	1	0
17181	请命	1	1	1	2
17182	智人	1	1	1	7
17183	打印	1	2	2	19
17184	火龙	1	1	1	2
17185	办理	1	1	1	5
17186	章	2	4	4	45
17187	顺次	1	1	1	19
17188	厂房	1	1	1	10
17189	耙	2	2	2	11
17190	油气田	1	1	1	4
17191	集镇	1	1	1	6
17192	万世流芳	1	1	1	2
17193	光溜	1	1	1	15
17194	江河日下	1	1	1	12
17195	冗赘	1	1	1	23
17196	贪得无厌	1	1	1	24
17197	怀孕	1	1	1	7
17198	监理	1	1	1	7
17199	画坛	1	1	1	24
17200	立法会	1	1	1	118
17201	雪后	1	1	1	11
17202	轻工业品	1	1	1	16
17203	样片	1	1	1	1
17204	音乐节	1	1	1	40
17205	利害	2	2	2	44
17206	联盟	2	2	2	11
17207	动手	3	4	5	58
17208	具	1	1	1	31
17209	缴纳	1	1	1	9
17210	匣子	1	1	1	6
17211	鲜红色	1	1	1	5
17212	平方英尺	1	1	1	3
17213	纯正	1	2	3	48
17214	糊弄	1	1	1	4
17215	圈养	1	1	1	3
17216	僧	2	2	2	13
17217	违犯者	1	1	1	5
17218	臣子	1	1	1	15
17219	家常	2	3	3	32
17220	秤	1	1	1	3
17221	跳蚤市场	1	1	1	5
17222	诚信	1	1	1	2
17223	国	2	2	2	10
17224	水电站	1	1	1	0
17225	漫画家	1	1	1	114
17226	山菊	1	1	1	7
17227	灭火机	1	1	1	62
17228	偏护	1	1	1	5
17229	祖	1	1	1	11
17230	晨昏	1	1	1	4
17231	选为	1	1	1	6
17232	图式	1	1	1	129
17233	环视	1	1	1	5
17234	崇拜	1	1	1	14
17235	大校	2	2	2	23
17236	垂死	1	1	1	4
17237	套子	2	2	2	8
17238	趸船	1	1	1	46
17239	孟	1	1	1	154
17240	诗书门第	1	1	1	3
17241	谚语	1	1	1	1
17242	信	2	4	4	50
17243	攀登	1	1	1	5
17244	动画	1	1	1	4
17245	确信	1	1	1	6
17246	黑豹	1	1	1	3
17247	老油条	1	1	1	6
17248	手铐	1	1	1	2
17249	绒衣	1	1	1	1
17250	交接	2	3	3	40
17251	通顺	1	1	1	15
17252	卖报	1	1	1	8
17253	出具	1	1	1	1
17254	瓜仁	1	1	1	6
17255	区位	1	1	1	24
17256	乡绅	1	1	1	4
17257	矿泉	1	1	1	10
17258	修车点	1	1	1	38
17259	正式	1	1	1	11
17260	绰号	1	1	1	3
17261	不畏难辛	1	1	1	23
17262	改进	1	1	1	11
17263	牙医	1	1	1	10
17264	天门	2	2	2	8
17265	横匾	1	1	1	3
17266	鸭嘴龙	1	1	1	3
17267	五	1	1	1	1
17268	顽民	1	1	1	8
17269	宁德市	1	1	1	499
17270	京二胡	1	1	1	6
17271	苦心经营	1	1	1	1
17272	粒	2	3	3	19
17273	当权	1	1	1	12
17274	圆通	1	1	1	15
17275	人头攒动	1	1	1	22
17276	火情	1	1	1	32
17277	滑翔	1	1	1	3
17278	兼程	2	3	3	9
17279	讫	1	1	1	42
17280	有意无意	1	1	1	9
17281	庸	1	1	1	4
17282	京沪	1	1	1	279
17283	喧扰	1	1	1	6
17284	一成不变	1	1	1	20
17285	火柴	1	1	1	2
17286	戒赌	1	1	1	0
17287	间不容发	1	2	2	68
17288	不怕	1	1	1	20
17289	瞬时速度	1	1	1	91
17290	清明	3	5	5	128
17291	服务区	1	1	1	171
17292	香扑扑	1	1	1	31
17293	幽愤	1	1	1	1
17294	有过之而无不及	1	1	1	12
17295	先行	1	1	1	6
17296	散文家	1	1	1	124
17297	馅饼	1	1	1	10
17298	京	1	2	2	12
17299	右卫	1	1	1	12
17300	尼泊尔人	1	1	1	62
17301	挂零	1	1	1	10
17302	一霎时	1	1	1	41
17303	限止	1	1	1	12
17304	幼童	1	1	1	41
17305	经济法则	1	1	1	1
17306	醉心	1	1	1	10
17307	切记	1	1	1	23
17308	夤缘	1	1	1	7
17309	历来	1	1	1	18
17310	天荒地老	1	1	1	43
17311	闹笑话	1	1	1	20
17312	日Ｋ线图	1	1	1	26
17313	幼畜	1	1	1	5
17314	瑞典语	1	1	1	16
17315	真理报	1	1	1	55
17316	史迹	1	1	1	10
17317	一面之交	2	2	2	1
17318	照片	1	1	1	5
17319	唇	1	1	1	3
17320	屎壳郎	1	1	1	0
17321	莫斯科	2	2	2	332
17322	序论	1	1	1	0
17323	自上而下	1	1	1	1
17324	甥女	1	1	1	1
17325	杂七杂八	1	1	1	43
17326	贫困乡	1	1	1	1
17327	巨石阵	1	1	1	2
17328	防毒面具	1	1	1	31
17329	启衅	1	1	1	33
17330	湘鄂赣	1	1	1	42
17331	振荡	1	1	1	10
17332	鸾	1	1	1	5
17333	它山之石	1	1	1	3
17334	土山	1	1	1	6
17335	李岗村	1	1	1	183
17336	比例表	1	1	1	35
17337	肉鸽	1	1	1	4
17338	前秦	1	1	1	61
17339	统一	1	1	1	11
17340	书箱	1	1	1	1
17341	航程	1	1	1	3
17342	来龙去脉	1	1	1	11
17343	商报	1	1	1	55
17344	欣	1	1	1	57
17345	借方	1	1	1	1
17346	循	1	1	1	21
17347	通宵	1	1	1	5
17348	擂	1	1	2	36
17349	东佃	1	1	1	6
17350	反过来	1	1	1	14
17351	前尘	1	1	1	10
17352	忠于职守	1	1	1	12
17353	留言条	1	1	1	3
17354	污毒	1	1	1	10
17355	穗状花序	1	1	1	7
17356	安阳县	1	1	1	571
17357	汗颜	1	1	1	15
17358	躯体	1	1	1	16
17359	笺	2	2	2	24
17360	大笑	1	1	1	14
17361	夜深	1	1	1	3
17362	敬献	1	1	1	3
17363	头版	1	1	1	26
17364	保健法	1	1	1	56
17365	收费	1	1	1	2
17366	经线	1	1	1	6
17367	滑动轴承	1	1	1	7
17368	调笑	1	1	1	10
17369	左路	1	1	1	0
17370	灵柩	1	1	1	3
17371	诸位	1	1	1	2
17372	藤球	1	1	1	23
17373	明正典刑	1	1	1	7
17374	尿	1	1	1	1
17375	羊庄镇	1	1	1	172
17376	坐定	1	1	1	4
17377	钻谋	1	1	1	8
17378	东北局	1	1	1	4
17379	侏罗世	1	1	1	11
17380	媚态	1	1	1	26
17381	笑靥	1	1	1	3
17382	代办处	1	1	1	38
17383	佯装	1	1	1	12
17384	松花	1	1	1	3
17385	不堪入目	1	1	1	20
17386	减产	1	1	1	10
17387	大喊大叫	2	2	2	21
17388	电缆	1	1	1	1
17389	草棉	1	1	1	2
17390	动武	1	2	2	30
17391	疏远	1	1	1	9
17392	非军事	1	1	1	0
17393	助攻	1	1	1	7
17394	探测车	1	1	1	101
17395	残存	2	2	2	10
17396	土窑洞	1	1	1	14
17397	黑衣	1	1	1	44
17398	鞭毛虫	1	1	1	50
17399	手机	1	1	1	6
17400	句式	1	1	1	129
17401	鸡飞蛋打	2	2	2	45
17402	荒芜	1	1	1	9
17403	益鸟	1	1	1	10
17404	闾里	1	1	1	20
17405	影业	1	1	1	149
17406	帷子	1	1	1	4
17407	关头	1	1	1	11
17408	火石	1	1	1	1
17409	生活观	1	1	1	25
17410	垓	1	1	1	1
17411	泡沫橡胶	1	1	1	23
17412	齐步走	1	1	1	5
17413	安哥拉	1	1	1	120
17414	微微	1	1	1	24
17415	地沟	1	1	1	9
17416	守财	1	1	1	5
17417	钓	1	1	1	2
17418	领地	1	1	1	6
17419	襄樊站	1	1	1	2
17420	活动日	1	1	1	31
17421	锲而不舍	1	1	2	90
17422	摧毁	2	2	2	4
17423	探井	1	1	1	0
17424	护送	1	1	1	0
17425	诚然	1	1	2	21
17426	摆摆	1	1	1	14
17427	采制	1	1	1	18
17428	瑶池	1	1	1	1
17429	出息	2	2	2	4
17430	公馆	2	2	2	15
17431	雄劲	1	1	1	33
17432	破落	2	2	2	56
17433	丧魂落魄	1	1	1	52
17434	花缎	1	1	1	35
17435	铝厂	1	1	1	115
17436	剽悍	1	1	1	53
17437	处方	2	2	2	5
17438	地覆天翻	1	1	1	31
17439	藏身	1	1	1	27
17440	胆	2	3	3	13
17441	格登山	1	1	1	206
17442	烟具	1	1	1	0
17443	快慰	1	1	1	11
17444	华山	1	1	1	206
17445	气势恢宏	1	1	1	14
17446	草帽	1	1	1	4
17447	筹借	1	1	1	8
17448	推陈出新	1	1	1	7
17449	飞行日	1	1	1	31
17450	陈放	1	1	1	7
17451	忤	1	1	1	12
17452	转道	1	1	1	1
17453	瘫软	1	1	1	6
17454	问询	1	1	1	12
17455	郭	1	1	1	154
17456	创举	1	1	1	5
17457	起哄	1	1	1	10
17458	安盟	1	1	1	3
17459	旧故	1	1	1	9
17460	纯小数	1	1	1	109
17461	不是味儿	2	2	2	49
17462	扭扭捏捏	1	1	1	11
17463	熟字	1	1	1	6
17464	秋月当空	1	1	1	6
17465	闹灾荒	1	1	1	1
17466	司空见惯	1	1	1	26
17467	天涯	1	1	1	16
17468	药品	1	1	1	5
17469	天然气	1	1	1	19
17470	原意	1	1	1	2
17471	潜回	1	2	2	38
17472	建团	1	1	1	11
17473	矿管办	1	1	1	30
17474	酵母	1	1	1	2
17475	高谈阔论	1	1	1	3
17476	一网打尽	1	1	1	7
17477	邦	1	1	1	5
17478	隐射	1	1	1	6
17479	踌躇满志	1	1	1	19
17480	夸赞	1	1	1	38
17481	五分制	1	1	1	54
17482	读书	1	1	2	25
17483	兼任	1	1	1	5
17484	乡下	1	1	1	13
17485	高徒	1	1	1	4
17486	如雷似火	1	1	1	8
17487	散播	1	1	1	23
17488	提法	1	1	1	2
17489	男客	1	1	1	1
17490	油炸	1	1	1	17
17491	开船	1	1	1	0
17492	临时性	1	1	1	9
17493	名人战	1	1	1	0
17494	毒瓦斯	1	1	1	1
17495	颜	2	2	2	18
17496	忌讳	1	1	1	6
17497	巢鼠	1	1	1	10
17498	笔画	1	1	1	3
17499	将官	1	1	1	3
17500	上方宝剑	1	1	1	3
17501	便民店	1	1	1	2
17502	奇异	2	2	3	92
17503	吞咽	1	1	1	9
17504	妾	1	2	2	12
17505	舒畅	1	1	1	27
17506	耗费	1	1	1	6
17507	故事集	1	1	1	34
17508	周围神经	1	1	1	22
17509	次品	1	1	1	7
17510	模板	1	1	1	2
17511	人际关系	1	1	1	7
17512	否决权	1	1	1	74
17513	求人	1	1	1	0
17514	犯忌	1	1	1	3
17515	形成期	1	1	1	35
17516	痕迹	1	1	1	7
17517	静坐	1	1	1	6
17518	物价指数	1	1	1	4
17519	黄表纸	1	1	1	64
17520	含含糊糊	1	2	2	25
17521	一窥全豹	1	1	1	2
17522	厕足	1	1	1	5
17523	祭灶	1	1	1	0
17524	地下铁道	1	1	1	35
17525	过话	1	1	1	10
17526	家蚕	1	1	1	3
17527	孔雀店村	1	1	1	183
17528	打麦场	1	1	1	86
17529	欺诈性	1	1	1	179
17530	初学	1	1	1	0
17531	大不列颠	1	1	1	1
17532	箪食壶浆	1	1	1	0
17533	绿水长流	1	1	1	6
17534	印刷	1	1	1	1
17535	鋈	1	1	1	1
17536	富余	1	1	1	11
17537	逃逸	1	1	1	29
17538	甘于	1	1	1	14
17539	示踪物	1	1	1	27
17540	天有不测风云	1	1	1	0
17541	醒来	2	2	2	28
17542	警惕心	1	1	1	2
17543	晚稻	1	1	1	6
17544	蒙蒙	1	1	1	5
17545	彩团	1	1	1	1
17546	杏黄色	1	1	1	8
17547	润饰	1	1	1	4
17548	病容	1	1	1	4
17549	献策	1	1	1	6
17550	留后路	1	1	1	5
17551	王爷	1	1	1	6
17552	饼子	1	1	1	2
17553	华东师大	1	1	1	73
17554	人祸	1	1	1	4
17555	感性	1	2	2	183
17556	形象化	1	1	1	142
17557	松墙子	1	1	1	27
17558	田赛	1	1	1	35
17559	鹈鹕	1	1	1	1
17560	刀山火海	1	1	1	16
17561	杭州	1	1	1	279
17562	扩散式	1	1	1	8
17563	婚庆	1	1	1	2
17564	抬头	2	2	2	5
17565	速滑	1	1	1	32
17566	垡	1	1	1	5
17567	银白	1	1	1	7
17568	外交大臣	1	1	1	27
17569	需要	2	2	2	18
17570	奇葩	1	1	1	7
17571	鸡爪疯	1	1	1	216
17572	檐	1	1	1	1
17573	缠绕	2	3	3	33
17574	血肿	1	1	1	216
17575	接诊	1	1	1	13
17576	战云	1	1	1	0
17577	夭亡	1	1	1	6
17578	幽远	1	1	1	25
17579	枉	1	1	1	4
17580	梧桐树	1	1	1	70
17581	毛毯	1	1	1	6
17582	七星拳	1	1	1	18
17583	风土民情	1	1	1	13
17584	郁金香	1	1	1	1
17585	专署	1	1	1	13
17586	开口销	1	1	1	2
17587	昭然若揭	1	1	1	62
17588	任重道远	1	1	1	7
17589	巡警	1	1	1	9
17590	联队	1	1	1	82
17591	拢共	1	1	1	17
17592	野兔	1	1	1	1
17593	遂愿	1	1	1	36
17594	马里兰	1	1	1	120
17595	石阶	1	1	1	4
17596	自问	1	1	1	12
17597	防水表	1	1	1	0
17598	地图集	1	1	1	34
17599	之所以	1	1	1	13
17600	病变	1	1	1	3
17601	立功赎罪	1	1	1	2
17602	发晕	1	1	1	0
17603	坏人	1	1	1	19
17604	净空	1	1	1	18
17605	满天飞	1	1	1	1
17606	燹	1	1	1	2
17607	羊道	1	1	1	5
17608	明面儿	1	1	1	19
17609	气冷	1	1	1	7
17610	拦蓄	1	1	1	9
17611	祭扫	1	1	1	2
17612	金属	1	2	2	4
17613	依附	3	3	3	21
17614	檀香木	1	1	1	17
17615	判决书	1	1	1	1
17616	编入	1	1	1	38
17617	当断不断	1	1	1	27
17618	留情	1	1	1	14
17619	央	2	2	2	58
17620	耳目一新	1	1	1	0
17621	半斤八两	1	1	1	14
17622	眼珠子	1	1	1	4
17623	垣	2	2	2	15
17624	小农	1	1	1	1
17625	铜器	1	1	1	145
17626	宝塔菜	1	1	1	2
17627	夹生饭	1	1	1	3
17628	事前	1	1	1	9
17629	僵局	1	1	1	7
17630	总数	1	1	1	2
17631	栽绒	1	1	1	11
17632	莱西县	1	1	1	571
17633	诗情画意	1	1	1	1
17634	里里外外	1	1	1	51
17635	潦草	1	1	1	15
17636	绣制	1	1	1	18
17637	不敢当	1	1	1	4
17638	风度翩翩	1	1	1	24
17639	大张旗鼓	1	1	1	31
17640	屋后	1	1	1	0
17641	禁毒	1	1	1	7
17642	救苦救难	1	1	1	20
17643	作恶	1	1	1	33
17644	石蜡	1	1	1	33
17645	上当者	1	1	1	2
17646	套种	1	1	1	1
17647	公安局长	1	1	1	15
17648	软尺	1	1	1	17
17649	杂志社	1	1	1	3
17650	世妇会	1	1	1	76
17651	暗流	2	2	2	7
17652	零活	1	1	1	9
17653	恶性循环	1	1	1	0
17654	资产	1	1	1	14
17655	亚特兰大	1	1	1	120
17656	仓管处	1	1	1	7
17657	阴极射线	1	1	1	60
17658	古风	1	2	2	12
17659	运输量	1	1	1	141
17660	航天部	1	1	1	80
17661	红颜	2	2	2	42
17662	疆	1	1	1	14
17663	除险	1	1	1	1
17664	威慑力	1	1	1	17
17665	血脂	1	1	1	216
17666	匈	1	1	1	299
17667	反贪	1	1	1	10
17668	蕾	1	1	1	6
17669	拆迁	2	2	2	8
17670	潜水员	1	1	2	13
17671	冰盖层	1	1	1	11
17672	交差	1	1	1	2
17673	西经	1	1	1	3
17674	升值	1	1	1	3
17675	总支	1	1	1	7
17676	休眠期	1	1	1	6
17677	集装箱船	1	1	1	46
17678	鞑靼	1	1	1	3
17679	独立团	1	1	1	91
17680	滔天大罪	1	1	1	12
17681	线条	1	1	1	2
17682	溶解	1	1	1	2
17683	吞云吐雾	1	1	1	0
17684	枪林弹雨	1	1	1	0
17685	税票	2	2	2	6
17686	黑夜	1	1	1	5
17687	一侧	1	1	1	16
17688	铸石	1	1	1	30
17689	祸水	1	2	2	11
17690	下马威	1	1	1	4
17691	直率	1	1	1	26
17692	柩	1	1	1	3
17693	印行	1	1	1	0
17694	状语	1	1	1	7
17695	崇拜者	1	1	1	1
17696	夔	1	1	1	154
17697	项目数	1	1	1	109
17698	动容	1	1	1	9
17699	末	4	5	5	67
17700	储	1	1	1	6
17701	称病	1	1	1	1
17702	冷冻箱	1	1	1	39
17703	私图	1	1	1	1
17704	蹊	1	1	1	11
17705	拜望	1	1	1	14
17706	汤阴县	1	1	1	571
17707	功劳簿	1	1	1	17
17708	素常	2	2	2	20
17709	真	3	3	3	44
17710	阳台	1	1	1	4
17711	外航	1	1	1	9
17712	新景点	1	1	1	1
17713	铺户	1	1	1	27
17714	投入	1	1	2	45
17715	补正	1	1	1	4
17716	赣江	1	1	1	24
17717	第十五	1	1	1	10
17718	定律	1	1	1	1
17719	股息	1	1	1	1
17720	焦	2	2	2	3
17721	欢宴	1	1	1	7
17722	本名	1	1	1	6
17723	掌舵	2	2	2	3
17724	柔软体操	1	1	1	6
17725	美术馆	1	1	1	9
17726	棉裤	1	1	1	20
17727	疾走	1	1	1	8
17728	邮筒	1	1	1	3
17729	福利院	1	1	1	4
17730	辩才无碍	1	1	1	7
17731	蚤	1	1	1	3
17732	殷周	1	1	1	61
17733	红鱼	1	1	1	43
17734	绿地	1	1	1	4
17735	衣架	1	1	1	20
17736	反光	2	2	2	34
17737	柜员机	1	1	1	2
17738	下雪	1	1	1	2
17739	来复线	1	1	1	60
17740	香草	1	1	1	64
17741	刨刀	1	1	2	4
17742	眷念	1	1	1	21
17743	彪形大汉	1	1	1	6
17744	物理学	1	1	1	176
17745	参展商	1	1	1	6
17746	所长	1	1	1	24
17747	催眠曲	1	1	1	1
17748	敬	2	2	2	27
17749	竹马	1	1	1	29
17750	杯口	1	1	1	4
17751	度假村	1	1	1	1
17752	遗稿	1	1	1	6
17753	凉面	1	1	1	19
17754	专政	1	1	1	1
17755	有凭有据	1	1	1	39
17756	苏区	1	1	1	42
17757	忠贞不二	1	1	1	12
17758	拉纤	1	1	1	13
17759	牛皮纸	1	1	1	64
17760	中江村	1	1	1	183
17761	新城区	1	1	1	171
17762	胡搅蛮缠	1	2	2	18
17763	套房	1	1	1	17
17764	阳泉市	1	1	1	499
17765	收服	1	1	1	7
17766	球衣	1	1	1	44
17767	悔之晚矣	1	1	1	5
17768	天文	1	1	1	2
17769	抨击	1	1	1	7
17770	哨子	1	1	1	2
17771	唱红脸	1	1	1	1
17772	风波	1	1	1	4
17773	流失	1	1	1	48
17774	深夜	1	1	1	5
17775	夹被	1	1	1	7
17776	拉开	2	2	3	28
17777	勿庸置疑	1	1	1	0
17778	瞅见	1	1	1	12
17779	甲地	1	1	1	55
17780	芽苗菜	1	1	1	9
17781	失传	1	1	1	1
17782	佩带	1	1	1	8
17783	土房	1	1	1	26
17784	墙纸	1	1	1	64
17785	大步流星	1	1	1	5
17786	篁	1	1	1	9
17787	悬赏	1	1	1	0
17788	豪举	1	1	1	5
17789	这方	1	1	1	0
17790	夏	1	1	1	21
17791	脱肛	1	1	1	216
17792	河川	1	1	1	22
17793	心脑血管	1	1	1	3
17794	户口	1	1	1	1
17795	建言献计	2	2	2	3
17796	藻类	1	1	1	3
17797	开拓	1	2	2	5
17798	造血	1	1	1	3
17799	做生日	1	1	1	2
17800	涌	1	1	1	8
17801	喀土穆	1	1	1	71
17802	龙飞凤舞	1	1	2	17
17803	汉白玉	1	1	1	21
17804	置于脑后	1	1	1	11
17805	陡陡仄仄	1	1	1	6
17806	破坏者	1	1	1	1
17807	团组织	1	1	1	9
17808	凄美	1	1	1	19
17809	殪	1	1	1	56
17810	晌午	1	1	1	5
17811	盈眶	1	1	1	14
17812	整体	2	2	2	17
17813	体改	1	1	1	37
17814	献殷勤	1	1	1	36
17815	鹿泉市	1	1	1	499
17816	抠门	1	1	1	19
17817	星期天版	1	1	1	39
17818	避风港	1	1	1	20
17819	母机	1	1	1	1
17820	冲子	1	1	1	0
17821	求和	1	1	1	0
17822	只限	1	1	1	1
17823	浑水摸鱼	1	1	1	1
17824	水法	1	1	1	113
17825	军营	1	1	1	8
17826	三桥村	1	1	1	183
17827	峡山镇	1	1	1	172
17828	金霉素	1	1	1	30
17829	一场空	1	1	1	11
17830	高分低能	1	1	1	14
17831	帮忙	1	1	1	40
17832	降服	1	2	2	22
17833	小锣	1	1	1	1
17834	闹嚷嚷	1	1	1	33
17835	耗时	1	1	1	10
17836	骑手	1	1	1	9
17837	囫囵	1	1	1	51
17838	申	1	1	1	12
17839	珍宝	1	1	1	9
17840	削价	1	1	1	6
17841	西乐	1	1	1	0
17842	侨办	1	1	1	30
17843	购票卡	1	1	1	33
17844	胸口	1	1	1	6
17845	有嘴无心	1	1	1	9
17846	装进	1	1	1	8
17847	门前	1	1	1	3
17848	助力	1	1	1	3
17849	受戒	1	1	1	0
17850	丧母	1	1	1	0
17851	惩办	1	2	2	26
17852	头角	1	1	1	8
17853	洗衣	1	1	1	9
17854	羞答答	1	1	1	16
17855	景遇	1	1	1	5
17856	划拉	1	1	1	4
17857	乙醇	1	1	1	1
17858	夸大	1	1	1	8
17859	匪	2	2	2	27
17860	文场	1	1	1	86
17861	市办	1	1	1	30
17862	随手	1	1	1	4
17863	就是说	1	1	1	10
17864	化妆品	1	1	1	1
17865	底粪	1	1	1	2
17866	投考	1	1	1	1
17867	复仇	1	1	1	3
17868	探明	1	2	2	13
17869	告饶	1	1	1	2
17870	硒	1	1	1	33
17871	廊坊市	1	1	1	499
17872	看财奴	1	1	1	5
17873	世界银行	1	1	1	1
17874	番	2	2	2	20
17875	平定	1	1	1	10
17876	抓走	1	1	1	7
17877	名伶	1	1	1	3
17878	名缰利锁	1	1	1	24
17879	络子	1	1	1	2
17880	赤霉素	1	1	1	30
17881	自知之明	1	1	1	3
17882	饶命	1	1	1	14
17883	明快	1	2	2	65
17884	歧视性	1	1	1	1
17885	毁灭	1	1	1	50
17886	镜子	1	1	1	3
17887	奋战	2	2	2	5
17888	计时员	1	1	1	2
17889	主战场	1	1	1	0
17890	陈列馆	1	1	1	9
17891	较真儿	1	1	1	17
17892	林管局	1	1	1	1
17893	编造	1	2	2	13
17894	印色	1	1	1	1
17895	行政诉讼	1	1	1	8
17896	驱车	1	1	1	3
17897	盘货	1	1	1	3
17898	境外	1	1	1	0
17899	旅游委	1	1	1	39
17900	农产品	1	1	1	16
17901	皮肤病	1	1	1	216
17902	虚度	1	1	1	7
17903	讨便宜	1	1	1	3
17904	丝锥	1	1	1	1
17905	施氏鲟	1	1	1	43
17906	苦行僧	1	1	1	0
17907	辨明	1	1	1	12
17908	省政协	1	1	1	5
17909	种树	1	1	1	8
17910	哥儿	1	1	2	14
17911	休闲服	1	1	1	24
17912	冰铜	1	1	1	7
17913	栗	1	1	1	3
17914	桂山镇	1	1	1	172
17915	黔	1	1	1	28
17916	出口导向型	1	1	1	2
17917	瘟疫	1	1	1	5
17918	会厌	1	1	1	14
17919	冰消瓦解	1	1	1	48
17920	涡旋	1	1	1	3
17921	东边	1	1	1	6
17922	缅甸	1	1	1	299
17923	总长	1	1	1	6
17924	织锦缎	1	1	1	35
17925	总参谋长	1	1	1	14
17926	香干	1	1	1	1
17927	农学会	1	1	1	76
17928	落差	1	1	1	7
17929	走调儿	1	1	1	9
17930	储油罐	1	1	1	12
17931	画地为牢	1	1	1	8
17932	长宁	1	1	1	279
17933	台词	1	1	1	3
17934	黄麻	1	1	1	18
17935	设备厂	1	1	1	115
17936	秘鲁人	1	1	1	62
17937	年金	1	1	1	4
17938	类木行星	1	1	1	10
17939	风格各异	1	1	1	2
17940	作物	1	1	1	1
17941	好笑	1	1	1	14
17942	鳄鱼	1	1	1	1
17943	名义	2	2	2	3
17944	市政局	1	1	1	77
17945	家喻户晓	1	1	1	62
17946	嫂	1	1	1	4
17947	偷听	1	1	1	3
17948	拍纸簿	1	1	1	17
17949	困守	1	1	1	6
17950	超凡脱俗	1	1	1	9
17951	欣欣向荣	1	1	1	52
17952	本分人	1	1	1	9
17953	入冬	1	1	1	3
17954	首例	1	1	1	0
17955	星期天	1	1	1	8
17956	有口皆碑	2	2	2	77
17957	活塞杆	1	1	1	8
17958	有产者	1	1	1	9
17959	天庭	1	1	1	8
17960	月桂树	1	1	1	70
17961	产地	1	1	1	55
17962	永久性	1	1	1	1
17963	仪征市	1	1	1	499
17964	当头	2	2	2	9
17965	修改案	1	1	1	1
17966	全班	1	1	1	9
17967	颖慧	1	1	1	29
17968	围护	1	1	1	3
17969	误认为	1	1	1	1
17970	粘连	1	1	1	17
17971	真言	1	1	1	3
17972	不省人事	1	1	1	8
17973	投亲靠友	1	1	1	2
17974	孝子	1	1	1	1
17975	人大	1	2	2	191
17976	行李袋	1	1	1	19
17977	戍边人	1	1	1	1
17978	定心丸	1	1	1	2
17979	擒获	1	1	1	7
17980	花果山	1	1	1	206
17981	闯荡	1	1	1	13
17982	椰胡	1	1	1	13
17983	逸乐	1	1	1	57
17984	谑	1	1	1	10
17985	哭丧	1	1	1	20
17986	平壤市	1	1	1	499
17987	青联	1	1	1	36
17988	镇区	1	1	1	171
17989	香火	3	3	3	6
17990	飞砂走石	2	2	2	34
17991	强记	1	1	1	0
17992	教学相长	1	1	1	1
17993	遵章守纪	1	1	1	4
17994	告罄	1	1	1	5
17995	依法	2	2	2	6
17996	衰	2	2	2	56
17997	教派	1	1	1	4
17998	破浪前进	2	2	2	21
17999	寄生蜂	1	1	1	7
18000	投诉量	1	1	1	141
18001	发怒	1	1	1	37
18002	殊异于世	1	1	1	16
18003	净价	1	1	1	104
18004	教育学家	1	1	1	114
18005	前景	1	2	2	13
18006	发展局	1	1	1	22
18007	力学	1	1	1	176
18008	有据	1	1	1	39
18009	改正	1	1	1	5
18010	瘴气	1	1	1	19
18011	地宫	1	1	1	12
18012	富丽堂皇	1	1	1	15
18013	体疗	1	1	1	9
18014	寨子	1	1	1	5
18015	旋毛虫	1	1	1	50
18016	卷云	1	1	1	7
18017	迟暮	2	2	2	10
18018	根本点	1	1	1	9
18019	新词	1	1	1	10
18020	证	3	3	3	26
18021	生产局	1	1	1	22
18022	透视学	1	1	1	176
18023	擒敌	1	1	1	13
18024	人造纤维	1	1	1	5
18025	单人滑	1	1	1	3
18026	飞利浦	1	1	1	5
18027	改种	1	1	1	37
18028	打动	1	1	1	9
18029	丰硕	1	1	1	31
18030	武打	1	1	1	2
18031	明晚	1	1	1	9
18032	非君莫属	1	1	1	11
18033	神经细胞	1	1	1	2
18034	万世	1	1	1	21
18035	名单	1	1	1	6
18036	夙	1	1	1	7
18037	黑龙江	1	1	1	30
