index	Char	Pinyin	Bujian
6442	蹶	jué	6
6443	蹼	pǔ	4
6444	蹯	fán	4
6445	蹴	cù	6
6446	躅	zhú	5
6447	躏	lìn	5
6448	躔	chán	6
6449	躐	liè	7
6450	躜	zuān	7
6451	躞	xiè	6
6452	豸	zhì	1
6453	貂	diāo	4
6454	貊	mò	3
6455	貅	xiū	4
6456	貘	mò	5
6457	貔	pí	6
6458	斛	hú	3
6459	觖	jué	3
6460	觞	shāng	4
6461	觚	gū	3
6462	觜	zī	4
6463	觥	gōng	3
6464	觫	sù	3
6465	觯	zhì	4
6466	訾	zī	4
6467	謦	qǐng	5
6468	靓	jìng	3
6469	雩	yú	4
6470	雳	lì	4
6471	雯	wén	3
6472	霆	tíng	4
6473	霁	jì	3
6474	霈	pèi	4
6475	霏	fēi	3
6476	霎	shà	4
6477	霪	yín	5
6478	霭	ǎi	5
6479	霰	xiàn	5
6480	霾	mái	4
6481	龀	chèn	3
6482	龃	jǔ	3
6483	龅	bāo	4
6484	龆	tiáo	4
6485	龇	zī	4
6486	龈	yín	3
6487	龉	yǔ	4
6488	龊	chuò	3
6489	龌	wò	4
6490	黾	miǎn	3
6491	鼋	yuán	4
6492	鼍	tuó	6
6493	隹	zhuī	1
6494	隼	sǔn	3
6495	隽	juàn	3
6496	雎	jū	3
6497	雒	luò	4
6498	瞿	jù	4
6499	雠	chóu	4
6500	銎	qióng	4
6501	銮	luán	3
6502	鋈	wù	4
6503	錾	zàn	4
6504	鍪	móu	4
6505	鏊	ào	4
6506	鎏	líu	4
6507	鐾	bèi	5
6508	鑫	xīn	4
6509	鱿	yóu	3
6510	鲂	fáng	3
6511	鲅	bà	3
6512	鲆	píng	3
6513	鲇	nián	4
6514	鲈	lú	4
6515	稣	sū	3
6516	鲋	fù	4
6517	鲎	hòu	4
6518	鲐	tái	4
6519	鲑	guī	4
6520	鲒	jíe	4
6521	鲔	wěi	2
6522	鲕	ér	3
6523	鲚	jì	3
6524	鲛	jiāo	4
6525	鲞	xiǎng	3
6526	鲟	xún	4
6527	鲠	gěng	3
6528	鲡	lí	5
6529	鲢	lián	4
6530	鲣	jiān	5
6531	鲥	shí	4
6532	鲦	tiáo	4
6533	鲧	gǔn	3
6534	鲨	shā	4
6535	鲩	huàn	5
6536	鲫	jì	4
6537	鲭	qīng	3
6538	鲮	líng	5
6539	鲰	zōu	4
6540	鲱	fēi	3
6541	鲲	kūn	4
6542	鲳	chāng	4
6543	鲴	gù	6
6544	鲵	ní	4
6545	鲶	nián	4
6546	鲷	diāo	5
6547	鲺	shī	3
6548	鲻	zī	4
6549	鲼	fèn	5
6550	鲽	dié	4
6551	鳄	è	6
6552	鳅	qiū	4
6553	鳆	fù	5
6554	鳇	huáng	4
6555	鳊	biān	2
6556	鳋	sāo	4
6557	鳌	áo	4
6558	鳍	qí	4
6559	鳎	tǎ	4
6560	鳏	guān	4
6561	鳐	yáo	4
6562	鳓	lè	4
6563	鳔	biào	4
6564	鳕	xuě	4
6565	鳗	mán	5
6566	鳘	mǐn	5
6567	鳙	yōng	4
6568	鳜	guì	6
6569	鳝	shàn	5
6570	鳟	zūn	5
6571	鳢	lǐ	4
6572	靼	dá	4
6573	鞅	yāng	3
6574	鞑	dá	4
6575	鞒	qiáo	4
6576	鞔	mán	3
6577	鞯	jiān	5
6578	鞫	jū	4
6579	鞲	gōu	4
6580	鞴	bèi	4
6581	骱	jiè	4
6582	骰	tóu	3
6583	骷	kū	4
6584	鹘	gǔ	3
6585	骶	dǐ	3
6586	骺	hóu	5
6587	骼	gé	4
6588	髁	kē	3
6589	髀	bì	3
6590	髅	lóu	4
6591	髂	qià	5
6592	髋	kuān	5
6593	髌	bìn	5
6594	髑	dú	5
6595	魅	mèi	3
6596	魃	bá	3
6597	魇	yǎn	4
6598	魉	liǎng	3
6599	魈	xiāo	4
6600	魍	wǎng	5
6601	魑	chī	6
6602	飨	xiǎng	3
6603	餍	yàn	4
6604	餮	tiè	5
6605	饕	tāo	5
6606	饔	yōng	5
6607	髡	kūn	3
6608	髦	máo	3
6609	髯	rán	3
6610	髫	tiáo	4
6611	髻	jì	4
6612	髭	zī	4
6613	髹	xiū	4
6614	鬈	quán	4
6615	鬏	jiū	4
6616	鬓	bìn	5
6617	鬟	huán	6
6618	鬣	liè	7
6619	麽	mó	3
6620	麾	huī	3
6621	縻	mí	3
6622	麂	jǐ	3
6623	麇	jūn	3
6624	麈	zhǔ	3
6625	麋	mí	3
6626	麒	qí	4
6627	鏖	áo	3
6628	麝	shè	4
6629	麟	lín	5
6630	黛	dài	4
6631	黜	chù	4
6632	黝	yǒu	4
6633	黠	xiá	4
6634	黟	yī	4
6635	黢	qū	5
6636	黩	dú	4
6637	黧	lí	4
6638	黥	qíng	5
6639	黪	cǎn	5
6640	黯	àn	3
6641	鼢	fén	4
6642	鼯	wú	4
6643	鼹	yǎn	5
6644	鼷	xī	5
6645	鼾	hān	3
6646	齄	zhā	5
